created_at,entry_id,field1,field2,field3
2019-01-23 15:52:50 UTC,99,,,
2019-01-23 15:53:12 UTC,100,,,
2019-01-23 15:54:03 UTC,101,21,31,8
2019-01-23 15:54:25 UTC,102,,,
2019-01-23 15:54:47 UTC,103,,,
2019-01-23 15:55:09 UTC,104,,,
2019-01-23 15:55:31 UTC,105,,,
2019-01-23 15:55:53 UTC,106,,,
2019-01-23 15:56:15 UTC,107,,,
2019-01-23 15:56:40 UTC,108,,,
2019-01-23 15:57:02 UTC,109,,,
2019-01-23 15:57:24 UTC,110,,,
2019-01-23 15:57:46 UTC,111,,,
2019-01-23 15:58:08 UTC,112,,,
2019-01-23 15:59:22 UTC,113,,,
2019-01-23 16:00:22 UTC,114,22,31,8
2019-01-23 16:00:37 UTC,115,,,
2019-01-23 16:00:59 UTC,116,,,
2019-01-23 16:01:14 UTC,117,22,27,9
2019-01-23 16:01:35 UTC,118,,,
2019-01-23 16:01:56 UTC,119,,,
2019-01-23 16:02:17 UTC,120,,,
2019-01-23 16:03:23 UTC,121,,,
2019-01-23 16:03:44 UTC,122,,,
2019-01-23 16:04:05 UTC,123,,,
2019-01-23 16:04:26 UTC,124,,,
2019-01-23 16:04:47 UTC,125,,,
2019-01-23 16:05:08 UTC,126,,,
2019-01-23 16:05:29 UTC,127,,,
2019-01-23 16:05:50 UTC,128,,,
2019-01-23 16:06:11 UTC,129,,,
2019-01-23 16:06:33 UTC,130,,,
2019-01-23 16:06:53 UTC,131,,,
2019-01-23 16:07:15 UTC,132,,,
2019-01-23 16:07:36 UTC,133,,,
2019-01-23 16:07:57 UTC,134,,,
2019-01-23 16:09:02 UTC,135,22,30,
2019-01-23 16:09:23 UTC,136,22,31,
2019-01-23 16:09:44 UTC,137,22,31,
2019-01-23 16:10:06 UTC,138,22,27,
2019-01-23 16:10:27 UTC,139,22,30,
2019-01-23 16:10:48 UTC,140,22,30,
2019-01-23 16:11:11 UTC,141,22,30,
2019-01-23 16:11:30 UTC,142,22,30,
2019-01-23 16:11:51 UTC,143,22,30,
2019-01-23 16:12:12 UTC,144,22,29,
2019-01-23 16:12:33 UTC,145,22,30,
2019-01-23 17:05:50 UTC,146,21,31,
2019-01-23 17:06:11 UTC,147,21,28,
2019-01-23 17:06:32 UTC,148,21,30,
2019-01-23 17:06:53 UTC,149,21,31,
2019-01-23 17:07:14 UTC,150,21,30,
2019-01-23 17:07:35 UTC,151,21,30,
2019-01-23 17:07:56 UTC,152,21,30,
2019-01-23 17:08:17 UTC,153,21,31,
2019-01-23 17:08:38 UTC,154,21,30,
2019-01-23 17:09:00 UTC,155,21,30,
2019-01-23 17:09:21 UTC,156,21,29,
2019-01-23 17:09:42 UTC,157,21,30,
2019-01-23 17:10:03 UTC,158,21,30,
2019-01-23 17:10:24 UTC,159,21,29,
2019-01-23 17:10:45 UTC,160,21,30,
2019-01-23 17:11:06 UTC,161,21,31,
2019-01-23 17:13:43 UTC,162,,,
2019-01-23 17:14:00 UTC,163,,,
2019-01-23 17:14:22 UTC,164,,,
2019-01-23 17:14:44 UTC,165,,,
2019-01-23 17:15:06 UTC,166,,,
2019-01-23 17:15:28 UTC,167,,,
2019-01-23 17:15:50 UTC,168,,,
2019-01-23 17:16:12 UTC,169,,,
2019-01-23 17:16:35 UTC,170,,,
2019-01-23 17:16:55 UTC,171,,,
2019-01-23 17:17:56 UTC,172,,,
2019-01-23 17:18:18 UTC,173,,,
2019-01-23 17:18:40 UTC,174,,,
2019-01-23 17:19:02 UTC,175,,,
2019-01-23 17:19:24 UTC,176,,,
2019-01-23 17:19:46 UTC,177,,,
2019-01-23 17:20:09 UTC,178,,,
2019-01-23 17:20:31 UTC,179,,,
2019-01-23 17:20:48 UTC,180,,,
2019-01-23 17:21:05 UTC,181,,,
2019-01-23 17:21:26 UTC,182,,,
2019-01-23 17:21:47 UTC,183,,,
2019-01-23 17:22:08 UTC,184,,,
2019-01-23 17:22:29 UTC,185,,,
2019-01-23 17:22:50 UTC,186,,,
2019-01-23 17:23:11 UTC,187,,,
2019-01-23 17:23:32 UTC,188,,,
2019-01-23 17:23:53 UTC,189,,,
2019-01-23 17:24:14 UTC,190,,,
2019-01-23 17:24:35 UTC,191,,,
2019-01-23 17:24:57 UTC,192,,,
2019-01-23 17:25:45 UTC,193,21,30,3
2019-01-23 17:26:05 UTC,194,,,
2019-01-23 17:26:20 UTC,195,,,
2019-01-23 17:26:42 UTC,196,,,
2019-01-23 17:27:03 UTC,197,,,
2019-01-23 17:27:24 UTC,198,,,
2019-01-23 17:27:45 UTC,199,,,
2019-01-23 17:28:06 UTC,200,,,
2019-01-23 17:28:27 UTC,201,,,
2019-01-23 17:28:48 UTC,202,,,
2019-01-23 17:29:09 UTC,203,,,
2019-01-23 17:29:30 UTC,204,,,
2019-01-23 17:29:53 UTC,205,,,
2019-01-23 17:30:14 UTC,206,,,
2019-01-23 17:30:35 UTC,207,,,
2019-01-23 17:30:56 UTC,208,,,
2019-01-23 17:31:17 UTC,209,,,
2019-01-23 17:31:38 UTC,210,,,
2019-01-23 17:32:38 UTC,211,,,
2019-01-23 17:32:59 UTC,212,,,
2019-01-23 17:33:20 UTC,213,,,
2019-01-23 17:34:24 UTC,214,21,31,1
2019-01-23 17:34:45 UTC,215,21,31,4
2019-01-23 17:35:06 UTC,216,,,
2019-01-23 17:35:27 UTC,217,,,
2019-01-23 17:35:48 UTC,218,,,
2019-01-23 17:36:06 UTC,219,,,
2019-01-23 17:36:37 UTC,220,,,
2019-01-23 17:37:07 UTC,221,,,
2019-01-23 17:37:38 UTC,222,,,
2019-01-23 17:38:09 UTC,223,,,
2019-01-24 20:43:06 UTC,224,20,28,2
2019-01-24 20:43:37 UTC,225,,,
2019-01-24 20:44:10 UTC,226,,,
2019-01-24 20:44:40 UTC,227,,,
2019-01-24 20:45:11 UTC,228,,,
2019-01-24 20:46:14 UTC,229,,,
2019-01-24 20:46:45 UTC,230,,,
2019-01-24 20:47:15 UTC,231,,,
2019-01-24 20:47:46 UTC,232,,,
2019-01-24 20:48:17 UTC,233,,,
2019-01-24 20:48:47 UTC,234,,,
2019-01-24 20:49:18 UTC,235,,,
2019-01-24 20:49:48 UTC,236,,,
2019-01-24 20:50:07 UTC,237,,,
2019-01-24 20:50:45 UTC,238,,,
2019-01-24 20:51:16 UTC,239,,,
2019-01-24 20:51:47 UTC,240,,,
2019-01-24 20:52:18 UTC,241,,,
2019-01-24 20:52:49 UTC,242,,,
2019-01-24 20:54:54 UTC,243,,,
2019-01-24 20:55:31 UTC,244,,,
2019-01-24 20:56:02 UTC,245,,,
2019-01-24 20:56:33 UTC,246,,,
2019-01-24 20:57:04 UTC,247,,,
2019-01-24 20:57:35 UTC,248,,,
2019-01-24 20:58:40 UTC,249,0,25,
2019-01-24 21:00:23 UTC,250,,,
2019-01-24 21:00:55 UTC,251,,,
2019-01-24 21:01:26 UTC,252,,,
2019-01-24 21:01:57 UTC,253,,,
2019-01-24 21:02:28 UTC,254,,,
2019-01-24 21:02:59 UTC,255,,,
2019-01-24 21:03:30 UTC,256,,,
2019-01-24 21:05:09 UTC,257,,,
2019-01-24 21:05:40 UTC,258,,,
2019-01-24 21:06:11 UTC,259,,,
2019-01-24 21:06:42 UTC,260,,,
2019-01-24 21:08:10 UTC,261,,,
2019-01-24 21:08:41 UTC,262,,,
2019-01-24 21:11:54 UTC,263,,,
2019-01-24 21:12:11 UTC,264,,,
2019-01-24 21:15:26 UTC,265,,,
2019-01-24 21:16:11 UTC,266,,,
2019-01-24 21:26:42 UTC,267,,,
2019-01-24 21:27:38 UTC,268,,,
2019-01-24 21:28:23 UTC,269,,,
2019-02-01 19:28:59 UTC,270,,,
2019-02-01 19:29:20 UTC,271,,,
2019-02-01 19:29:35 UTC,272,,,
2019-02-01 19:29:51 UTC,273,,,
2019-02-01 19:30:07 UTC,274,,,
2019-02-01 19:30:22 UTC,275,,,
2019-02-01 19:30:38 UTC,276,,,
2019-02-01 19:31:02 UTC,277,,,
2019-02-01 19:31:18 UTC,278,,,
2019-02-01 19:31:33 UTC,279,,,
2019-02-01 19:31:49 UTC,280,,,
2019-02-01 19:32:05 UTC,281,,,
2019-02-01 19:32:20 UTC,282,,,
2019-02-01 19:32:36 UTC,283,,,
2019-02-01 19:33:46 UTC,284,,,
2019-02-01 19:34:02 UTC,285,,,
2019-02-01 19:34:18 UTC,286,,,
2019-02-01 19:56:41 UTC,287,,,
2019-02-01 19:57:34 UTC,288,21.0,27.0,174
2019-02-01 19:58:00 UTC,289,22.0,27.0,253
2019-02-01 19:58:16 UTC,290,21.0,32.0,88
2019-02-01 19:58:32 UTC,291,21.0,32.0,88
2019-02-01 19:58:48 UTC,292,21.0,32.0,88
2019-02-01 19:59:04 UTC,293,21.0,32.0,88
2019-02-01 19:59:19 UTC,294,21.0,32.0,88
2019-02-01 19:59:35 UTC,295,21.0,32.0,88
2019-02-01 19:59:51 UTC,296,21.0,32.0,88
2019-02-01 20:00:07 UTC,297,25.0,29.0,90
2019-02-01 20:00:23 UTC,298,22.0,31.0,12
2019-02-01 20:00:38 UTC,299,22.0,32.0,11
2019-02-01 20:00:57 UTC,300,22.0,40.0,200
2019-02-01 20:01:13 UTC,301,22.0,20.0,19
2019-02-01 20:07:26 UTC,302,21.0,28.0,131
2019-02-01 20:07:44 UTC,303,20.0,28.0,178
2019-02-01 20:08:00 UTC,304,21.0,27.0,174
2019-02-01 20:08:16 UTC,305,20.0,33.0,221
2019-02-01 20:08:32 UTC,306,21.0,32.0,88
2019-02-01 20:12:18 UTC,307,21.0,31.0,95
2019-02-01 20:12:33 UTC,308,22.0,30.0,184
2019-02-01 20:13:27 UTC,309,21.0,32.0,88
2019-02-01 20:13:48 UTC,310,21.0,30.0,235
2019-02-01 20:14:09 UTC,311,21.0,32.0,88
2019-02-01 20:14:31 UTC,312,21.0,32.0,88
2019-02-01 20:14:52 UTC,313,21.0,32.0,88
2019-02-01 20:15:14 UTC,314,22.0,32.0,11
2019-02-01 20:15:36 UTC,315,21.0,32.0,88
2019-02-01 20:15:57 UTC,316,21.0,31.0,95
2019-02-01 20:16:19 UTC,317,21.0,31.0,95
2019-02-01 20:16:40 UTC,318,21.0,31.0,95
2019-02-01 20:17:02 UTC,319,21.0,32.0,88
2019-02-01 20:17:26 UTC,320,21.0,32.0,88
2019-02-01 20:17:48 UTC,321,21.0,31.0,95
2019-02-01 20:18:09 UTC,322,21.0,31.0,95
2019-02-01 20:18:33 UTC,323,21.0,31.0,95
2019-02-01 20:18:55 UTC,324,21.0,32.0,88
2019-02-01 20:19:16 UTC,325,21.0,33.0,236
2019-02-01 20:19:38 UTC,326,21.0,32.0,88
2019-02-01 20:19:59 UTC,327,21.0,32.0,88
2019-02-01 20:20:21 UTC,328,21.0,32.0,88
2019-02-01 20:20:43 UTC,329,21.0,32.0,88
2019-02-01 20:21:04 UTC,330,21.0,32.0,88
2019-02-01 20:21:26 UTC,331,21.0,32.0,88
2019-02-01 20:21:47 UTC,332,21.0,33.0,236
2019-02-01 20:22:09 UTC,333,21.0,33.0,236
2019-02-01 20:22:30 UTC,334,21.0,33.0,236
2019-02-01 20:22:52 UTC,335,21.0,33.0,236
2019-02-01 20:23:14 UTC,336,21.0,33.0,236
2019-02-01 20:23:35 UTC,337,21.0,34.0,48
2019-02-01 20:23:57 UTC,338,21.0,33.0,236
2019-02-01 20:24:18 UTC,339,21.0,32.0,88
2019-02-01 20:24:40 UTC,340,21.0,32.0,88
2019-02-01 20:25:02 UTC,341,21.0,33.0,236
2019-02-01 20:25:23 UTC,342,21.0,33.0,236
2019-02-01 20:25:45 UTC,343,21.0,34.0,48
2019-02-01 20:26:07 UTC,344,21.0,32.0,88
2019-02-01 20:26:28 UTC,345,21.0,32.0,88
2019-02-01 20:26:50 UTC,346,21.0,33.0,236
2019-02-01 20:27:11 UTC,347,21.0,34.0,48
2019-02-01 20:27:33 UTC,348,21.0,33.0,236
2019-02-01 20:27:55 UTC,349,21.0,34.0,48
2019-02-01 20:28:16 UTC,350,21.0,34.0,48
2019-02-01 20:28:38 UTC,351,21.0,34.0,48
2019-02-01 20:29:00 UTC,352,21.0,35.0,132
2019-02-01 20:29:21 UTC,353,21.0,34.0,48
2019-02-01 20:29:43 UTC,354,21.0,34.0,48
2019-02-01 20:30:04 UTC,355,21.0,35.0,132
2019-02-01 20:30:26 UTC,356,21.0,34.0,48
2019-02-01 20:30:48 UTC,357,21.0,34.0,48
2019-02-01 20:31:09 UTC,358,21.0,33.0,236
2019-02-01 20:31:31 UTC,359,21.0,34.0,48
2019-02-01 20:31:52 UTC,360,21.0,34.0,48
2019-02-01 20:32:14 UTC,361,21.0,33.0,236
2019-02-01 20:32:36 UTC,362,21.0,32.0,88
2019-02-01 20:32:57 UTC,363,21.0,32.0,88
2019-02-01 20:33:19 UTC,364,21.0,34.0,48
2019-02-01 20:33:40 UTC,365,21.0,33.0,236
2019-02-01 20:34:02 UTC,366,21.0,34.0,48
2019-02-01 20:34:24 UTC,367,21.0,34.0,48
2019-02-01 20:34:46 UTC,368,21.0,32.0,88
2019-02-01 20:35:07 UTC,369,21.0,32.0,88
2019-02-01 20:35:29 UTC,370,21.0,33.0,236
2019-02-01 20:35:50 UTC,371,21.0,34.0,48
2019-02-01 20:36:12 UTC,372,21.0,34.0,48
2019-02-01 20:36:33 UTC,373,21.0,34.0,48
2019-02-01 20:36:55 UTC,374,21.0,34.0,48
2019-02-01 20:37:17 UTC,375,21.0,31.0,95
2019-02-01 20:37:38 UTC,376,21.0,32.0,88
2019-02-01 20:38:00 UTC,377,21.0,33.0,236
2019-02-01 20:38:22 UTC,378,21.0,31.0,95
2019-02-01 20:38:43 UTC,379,21.0,31.0,95
2019-02-01 20:39:05 UTC,380,21.0,33.0,236
2019-02-01 20:39:26 UTC,381,21.0,32.0,88
2019-02-01 20:39:48 UTC,382,21.0,31.0,95
2019-02-01 20:40:10 UTC,383,21.0,31.0,95
2019-02-01 20:40:31 UTC,384,21.0,31.0,95
2019-02-01 20:40:53 UTC,385,21.0,31.0,95
2019-02-01 20:41:15 UTC,386,21.0,31.0,95
2019-02-01 20:41:36 UTC,387,21.0,32.0,88
2019-02-01 20:41:58 UTC,388,21.0,31.0,95
2019-02-01 20:42:19 UTC,389,21.0,31.0,95
2019-02-01 20:42:41 UTC,390,21.0,31.0,95
2019-02-01 20:43:03 UTC,391,21.0,31.0,95
2019-02-01 20:43:24 UTC,392,21.0,31.0,95
2019-02-01 20:43:46 UTC,393,21.0,31.0,95
2019-02-01 20:44:07 UTC,394,21.0,31.0,95
2019-02-01 20:44:29 UTC,395,21.0,31.0,95
2019-02-01 20:44:51 UTC,396,21.0,32.0,88
2019-02-01 20:45:12 UTC,397,21.0,31.0,95
2019-02-01 20:45:34 UTC,398,21.0,31.0,95
2019-02-01 20:45:56 UTC,399,21.0,31.0,95
2019-02-01 20:46:17 UTC,400,21.0,31.0,95
2019-02-01 20:46:39 UTC,401,21.0,31.0,95
2019-02-01 20:47:00 UTC,402,21.0,31.0,95
2019-02-01 20:47:22 UTC,403,21.0,31.0,95
2019-02-01 20:47:44 UTC,404,21.0,31.0,95
2019-02-01 20:48:05 UTC,405,21.0,31.0,95
2019-02-01 20:48:27 UTC,406,21.0,31.0,95
2019-02-01 20:48:48 UTC,407,21.0,31.0,95
2019-02-01 20:49:10 UTC,408,21.0,31.0,95
2019-02-01 20:49:32 UTC,409,21.0,31.0,95
2019-02-01 20:49:53 UTC,410,21.0,31.0,95
2019-02-01 20:50:15 UTC,411,21.0,31.0,95
2019-02-01 20:50:37 UTC,412,21.0,31.0,95
2019-02-01 20:50:58 UTC,413,21.0,31.0,95
2019-02-01 20:51:20 UTC,414,21.0,31.0,95
2019-02-01 20:51:41 UTC,415,21.0,31.0,95
2019-02-01 20:52:03 UTC,416,21.0,31.0,95
2019-02-01 20:52:25 UTC,417,21.0,31.0,95
2019-02-01 20:52:46 UTC,418,21.0,31.0,95
